t,loop_dt,cmd_ant_l,cmd_ant_r,pres_ant_l,pres_ant_r
2.5337,0.016745,-0.315913,0.315913,-0.282252,0.280718
2.5505,0.016761,-0.323547,0.323547,-0.300660,0.297592
2.5672,0.016743,-0.330246,0.330246,-0.306796,0.302194
2.5840,0.016748,-0.335977,0.335977,-0.311398,0.308330
2.6007,0.016747,-0.340702,0.340702,-0.325204,0.325204
2.6176,0.016942,-0.344430,0.344430,-0.342078,0.337476
2.6344,0.016747,-0.347052,0.347052,-0.342078,0.337476
2.6512,0.016758,-0.348600,0.348600,-0.343612,0.339010
2.6679,0.016743,-0.349063,0.349063,-0.343612,0.340544
2.6846,0.016751,-0.348440,0.348440,-0.349748,0.346680
2.7014,0.016747,-0.346734,0.346734,-0.352816,0.349748
2.7182,0.016774,-0.343951,0.343951,-0.352816,0.349748
2.7349,0.016746,-0.340117,0.340117,-0.352816,0.349748
2.7517,0.016760,-0.335248,0.335248,-0.352816,0.348214
2.7684,0.016746,-0.329382,0.329382,-0.352816,0.348214
2.7852,0.016751,-0.322551,0.322551,-0.351282,0.345146
2.8019,0.016746,-0.314800,0.314800,-0.346680,0.340544
2.8187,0.016766,-0.306165,0.306165,-0.340544,0.335942
2.8354,0.016746,-0.296721,0.296721,-0.340544,0.335942
2.8522,0.016751,-0.286512,0.286512,-0.332874,0.332874
2.8689,0.016741,-0.275614,0.275614,-0.323670,0.328272
2.8857,0.016805,-0.264042,0.264042,-0.314466,0.319068
2.9025,0.016746,-0.251952,0.251952,-0.302194,0.305262
2.9193,0.016780,-0.239354,0.239354,-0.286854,0.289922
2.9360,0.016747,-0.226377,0.226377,-0.286854,0.289922
2.9527,0.016750,-0.213074,0.213074,-0.273049,0.274583
2.9695,0.016749,-0.199533,0.199533,-0.260777,0.262311
2.9863,0.016765,-0.185823,0.185823,-0.246971,0.248505
3.0030,0.016743,-0.172060,0.172060,-0.230097,0.230097
3.0198,0.016780,-0.158283,0.158283,-0.230097,0.230097
3.0365,0.016750,-0.144631,0.144631,-0.210155,0.214757
3.0533,0.016755,-0.131161,0.131161,-0.190214,0.196350
3.0700,0.016752,-0.117964,0.117964,-0.174874,0.179476
3.0878,0.017738,-0.104377,0.104377,-0.156466,0.159534
3.1046,0.016819,-0.091944,0.091944,-0.136524,0.138058
3.1214,0.016799,-0.080043,0.080043,-0.136524,0.138058
3.1382,0.016764,-0.068757,0.068757,-0.119651,0.119651
3.1549,0.016766,-0.058130,0.058130,-0.107379,0.105845
3.1717,0.016747,-0.048240,0.048240,-0.092039,0.090505
3.1884,0.016755,-0.039132,0.039132,-0.081301,0.079767
3.2052,0.016768,-0.030861,0.030861,-0.067495,0.065961
3.2220,0.016760,-0.023491,0.023491,-0.067495,0.065961
3.2387,0.016747,-0.017066,0.017066,-0.052155,0.052155
3.2555,0.016756,-0.011619,0.011619,-0.038350,0.038350
3.2722,0.016750,-0.007189,0.007189,-0.026078,0.029146
3.2889,0.016710,-0.003808,0.003808,-0.019942,0.019942
3.3057,0.016781,-0.001477,0.001477,-0.013806,0.009204
3.3237,0.017947,-0.000182,0.000182,-0.004602,0.003068
3.3404,0.016750,-0.000097,0.000097,-0.004602,0.003068
3.3572,0.016749,-0.001098,0.001098,0.000000,0.003068
3.3739,0.016743,-0.003178,0.003178,-0.001534,0.003068
3.3906,0.016745,-0.006325,0.006325,-0.004602,0.000000
3.4074,0.016740,-0.010518,0.010518,-0.003068,0.000000
3.4241,0.016760,-0.015737,0.015737,-0.003068,0.000000
3.4409,0.016747,-0.021941,0.021941,0.000000,0.003068
3.4576,0.016742,-0.029093,0.029093,-0.004602,0.007670
3.4744,0.016745,-0.037151,0.037151,-0.013806,0.007670
3.4911,0.016749,-0.046066,0.046066,-0.019942,0.010738
3.5079,0.016747,-0.055780,0.055780,-0.026078,0.019942
3.5246,0.016750,-0.066236,0.066236,-0.026078,0.019942
3.5414,0.016749,-0.077364,0.077364,-0.038350,0.033748
3.5581,0.016744,-0.089095,0.089095,-0.052155,0.049087
3.5749,0.016741,-0.101354,0.101354,-0.056757,0.056757
3.5916,0.016755,-0.114080,0.114080,-0.059825,0.062893
3.6084,0.016741,-0.127171,0.127171,-0.075165,0.076699
3.6251,0.016750,-0.140564,0.140564,-0.075165,0.076699
3.6418,0.016747,-0.154166,0.154166,-0.099709,0.098175
3.6586,0.016745,-0.167893,0.167893,-0.119651,0.113515
3.6753,0.016746,-0.181663,0.181663,-0.131922,0.128854
3.6921,0.016753,-0.195394,0.195394,-0.136524,0.136524
3.7088,0.016742,-0.208986,0.208986,-0.148796,0.151864
3.7256,0.016744,-0.222365,0.222365,-0.148796,0.151864
3.7423,0.016745,-0.235448,0.235448,-0.174874,0.173340
3.7591,0.016742,-0.248149,0.248149,-0.199418,0.194816
3.7758,0.016742,-0.260392,0.260392,-0.216291,0.211689
3.7926,0.016745,-0.272104,0.272104,-0.220893,0.220893
3.8093,0.016748,-0.283209,0.283209,-0.231631,0.234699
3.8260,0.016744,-0.293636,0.293636,-0.231631,0.234699
3.8428,0.016753,-0.303326,0.303326,-0.253107,0.256175
3.8595,0.016738,-0.312207,0.312207,-0.276117,0.276117
3.8763,0.016745,-0.320235,0.320235,-0.286854,0.285320
3.8930,0.016750,-0.327357,0.327357,-0.292990,0.289922
3.9099,0.016889,-0.333576,0.333576,-0.308330,0.300660
3.9267,0.016740,-0.338746,0.338746,-0.308330,0.300660
3.9436,0.016939,-0.342938,0.342938,-0.328272,0.320602
3.9603,0.016741,-0.346027,0.346027,-0.331340,0.329806
3.9771,0.016745,-0.348049,0.348049,-0.329806,0.331340
3.9938,0.016742,-0.348992,0.348992,-0.339010,0.340544
4.0106,0.016753,-0.348849,0.348849,-0.352816,0.348214
4.0273,0.016748,-0.347621,0.347621,-0.352816,0.348214
4.0441,0.016755,-0.345313,0.345313,-0.354350,0.346680
4.0608,0.016746,-0.341944,0.341944,-0.351282,0.346680
4.0777,0.016905,-0.337486,0.337486,-0.352816,0.349748
4.0945,0.016746,-0.332051,0.332051,-0.351282,0.346680
4.1115,0.016994,-0.325533,0.325533,-0.348214,0.342078
4.1282,0.016744,-0.318164,0.318164,-0.348214,0.342078
4.1450,0.016756,-0.309895,0.309895,-0.345146,0.340544
4.1617,0.016739,-0.300793,0.300793,-0.342078,0.339010
4.1785,0.016754,-0.290896,0.290896,-0.340544,0.335942
4.1952,0.016749,-0.280277,0.280277,-0.335942,0.331340
4.2129,0.017710,-0.268334,0.268334,-0.326738,0.323670
4.2297,0.016775,-0.256418,0.256418,-0.326738,0.323670
4.2465,0.016755,-0.244006,0.244006,-0.314466,0.312932
4.2632,0.016744,-0.231170,0.231170,-0.296058,0.297592
4.2800,0.016755,-0.217972,0.217972,-0.280718,0.285320
4.2967,0.016743,-0.204514,0.204514,-0.266913,0.273049
4.3137,0.017025,-0.190638,0.190638,-0.253107,0.256175
4.3305,0.016751,-0.176884,0.176884,-0.253107,0.256175
4.3472,0.016751,-0.163115,0.163115,-0.237767,0.240835
4.3640,0.016741,-0.149425,0.149425,-0.220893,0.223961
4.3807,0.016745,-0.135888,0.135888,-0.202485,0.207087
4.3975,0.016745,-0.122592,0.122592,-0.170272,0.174874
4.4142,0.016748,-0.109617,0.109617,-0.151864,0.154932
4.4310,0.016747,-0.097046,0.097046,-0.151864,0.154932
4.4477,0.016733,-0.084969,0.084969,-0.136524,0.136524
4.4644,0.016740,-0.073442,0.073442,-0.136524,0.136524
4.4812,0.016743,-0.062543,0.062543,-0.105845,0.104311
4.4979,0.016721,-0.052353,0.052353,-0.088971,0.085903
4.5146,0.016746,-0.042908,0.042908,-0.073631,0.070563
4.5314,0.016743,-0.034284,0.034284,-0.073631,0.070563
4.5481,0.016751,-0.026529,0.026529,-0.059825,0.056757
4.5649,0.016739,-0.019700,0.019700,-0.059825,0.056757
4.5816,0.016745,-0.013832,0.013832,-0.035282,0.036816
4.5984,0.016742,-0.008965,0.008965,-0.024544,0.027612
4.6152,0.016865,-0.005104,0.005104,-0.013806,0.018408
4.6320,0.016742,-0.002329,0.002329,-0.013806,0.018408
4.6487,0.016751,-0.000624,0.000624,-0.009204,0.009204
4.6655,0.016742,-0.000003,0.000003,-0.010738,0.004602
4.6824,0.016904,-0.000477,0.000477,-0.006136,0.004602
4.6991,0.016751,-0.002036,0.002036,0.003068,0.003068
4.7159,0.016795,-0.004677,0.004677,0.003068,-0.001534
4.7327,0.016745,-0.008370,0.008370,0.003068,-0.001534
4.7494,0.016753,-0.013098,0.013098,-0.006136,0.000000
4.7661,0.016746,-0.018830,0.018830,-0.004602,0.001534
4.7829,0.016742,-0.025530,0.025530,-0.001534,0.006136
4.7996,0.016754,-0.033162,0.033162,-0.006136,0.013806
4.8166,0.016919,-0.041762,0.041762,-0.018408,0.021476
4.8333,0.016747,-0.051106,0.051106,-0.018408,0.021476
4.8501,0.016765,-0.061230,0.061230,-0.032214,0.026078
4.8668,0.016718,-0.072029,0.072029,-0.041417,0.029146
4.8835,0.016755,-0.083491,0.083491,-0.044485,0.039884
4.9003,0.016748,-0.095514,0.095514,-0.050621,0.056757
4.9177,0.017429,-0.108547,0.108547,-0.065961,0.075165
4.9359,0.018140,-0.122584,0.122584,-0.087437,0.090505
4.9526,0.016757,-0.135889,0.135889,-0.087437,0.090505
4.9694,0.016758,-0.149437,0.149437,-0.107379,0.101243
4.9861,0.016761,-0.163143,0.163143,-0.116583,0.107379
5.0029,0.016751,-0.176912,0.176912,-0.124252,0.119651
5.0198,0.016940,-0.190821,0.190821,-0.141126,0.141126
5.0373,0.017430,-0.205023,0.205023,-0.141126,0.141126
5.0540,0.016752,-0.218479,0.218479,-0.168738,0.165670
5.0708,0.016747,-0.231659,0.231659,-0.190214,0.187146
5.0875,0.016745,-0.244482,0.244482,-0.202485,0.197884
5.1043,0.016749,-0.256872,0.256872,-0.216291,0.210155
5.1211,0.016851,-0.268819,0.268819,-0.233165,0.228563
5.1379,0.016751,-0.280108,0.280108,-0.233165,0.228563
5.1546,0.016742,-0.290733,0.290733,-0.253107,0.250039
5.1713,0.016750,-0.300639,0.300639,-0.263845,0.263845
5.1881,0.016742,-0.309757,0.309757,-0.273049,0.271515
5.2048,0.016754,-0.318039,0.318039,-0.283786,0.283786
5.2216,0.016742,-0.325421,0.325421,-0.305262,0.302194
5.2383,0.016756,-0.331870,0.331870,-0.305262,0.302194
5.2551,0.016745,-0.337335,0.337335,-0.320602,0.317534
5.2718,0.016752,-0.341789,0.341789,-0.325204,0.319068
5.2886,0.016742,-0.345199,0.345199,-0.328272,0.320602
5.3053,0.016749,-0.347549,0.347549,-0.337476,0.334408
5.3221,0.016802,-0.348823,0.348823,-0.348214,0.346680
5.3398,0.017641,-0.348985,0.348985,-0.348214,0.346680
5.3565,0.016744,-0.348025,0.348025,-0.349748,0.346680
5.3733,0.016748,-0.345985,0.345985,-0.349748,0.345146
5.3900,0.016745,-0.342877,0.342877,-0.351282,0.348214
5.4068,0.016751,-0.338721,0.338721,-0.349748,0.345146
5.4235,0.016743,-0.333544,0.333544,-0.348214,0.343612
5.4403,0.016754,-0.327375,0.327375,-0.348214,0.343612
5.4570,0.016743,-0.320257,0.320257,-0.346680,0.343612
5.4737,0.016747,-0.312231,0.312231,-0.345146,0.342078
5.4905,0.016744,-0.303350,0.303350,-0.343612,0.339010
5.5072,0.016750,-0.293663,0.293663,-0.339010,0.334408
5.5240,0.016744,-0.283238,0.283238,-0.331340,0.328272
5.5407,0.016758,-0.272127,0.272127,-0.331340,0.328272
5.5575,0.016742,-0.260420,0.260420,-0.319068,0.319068
5.5742,0.016746,-0.248175,0.248175,-0.303728,0.306796
5.5910,0.016741,-0.235475,0.235475,-0.289922,0.294524
5.6077,0.016750,-0.222390,0.222390,-0.276117,0.280718
5.6245,0.016744,-0.209011,0.209011,-0.260777,0.265379
5.6412,0.016755,-0.195409,0.195409,-0.260777,0.265379
5.6580,0.016742,-0.181688,0.181688,-0.248505,0.250039
5.6747,0.016744,-0.167920,0.167920,-0.231631,0.233165
5.6915,0.016744,-0.154193,0.154193,-0.216291,0.220893
5.7082,0.016755,-0.140584,0.140584,-0.197884,0.204019
5.7250,0.016745,-0.127195,0.127195,-0.177942,0.185612
5.7417,0.016762,-0.114087,0.114087,-0.177942,0.185612
5.7585,0.016743,-0.101370,0.101370,-0.159534,0.164136
5.7752,0.016748,-0.089105,0.089105,-0.144194,0.145728
5.7919,0.016744,-0.077374,0.077374,-0.130388,0.128854
5.8087,0.016749,-0.066245,0.066245,-0.115049,0.111981
5.8254,0.016742,-0.055794,0.055794,-0.095107,0.095107
5.8422,0.016750,-0.046077,0.046077,-0.095107,0.095107
5.8589,0.016741,-0.037165,0.037165,-0.081301,0.081301
5.8757,0.016763,-0.029097,0.029097,-0.069029,0.067495
5.8924,0.016747,-0.021943,0.021943,-0.056757,0.056757
5.9092,0.016759,-0.015735,0.015735,-0.044485,0.044485
5.9261,0.016872,-0.010484,0.010484,-0.030680,0.032214
5.9428,0.016757,-0.006296,0.006296,-0.030680,0.032214
5.9596,0.016744,-0.003158,0.003158,-0.019942,0.021476
5.9763,0.016731,-0.001087,0.001087,-0.013806,0.013806
5.9930,0.016745,-0.000094,0.000094,-0.015340,0.006136
6.0098,0.016765,-0.000187,0.000187,-0.012272,0.006136
6.0266,0.016744,-0.001365,0.001365,-0.003068,0.003068
6.0433,0.016750,-0.003622,0.003622,-0.003068,0.003068
6.0601,0.016749,-0.006943,0.006943,0.001534,-0.001534
6.0768,0.016751,-0.011308,0.011308,0.000000,0.000000
6.0935,0.016741,-0.016687,0.016687,-0.006136,0.000000
6.1103,0.016767,-0.023057,0.023057,-0.006136,0.003068
6.1274,0.017044,-0.030502,0.030502,-0.004602,0.010738
6.1441,0.016717,-0.038706,0.038706,-0.004602,0.010738
6.1608,0.016742,-0.047766,0.047766,-0.012272,0.016874
6.1776,0.016753,-0.057622,0.057622,-0.023010,0.018408
6.1943,0.016743,-0.068200,0.068200,-0.035282,0.023010
6.2111,0.016753,-0.079447,0.079447,-0.042951,0.032214
6.2278,0.016746,-0.091280,0.091280,-0.050621,0.047553
6.2446,0.016750,-0.103635,0.103635,-0.050621,0.047553
6.2613,0.016742,-0.116425,0.116425,-0.065961,0.065961
6.2781,0.016755,-0.129586,0.129586,-0.082835,0.081301
6.2948,0.016740,-0.143016,0.143016,-0.090505,0.088971
6.3116,0.016748,-0.156649,0.156649,-0.096641,0.098175
6.3283,0.016751,-0.170395,0.170395,-0.115049,0.116583
6.3451,0.016757,-0.184172,0.184172,-0.115049,0.116583
6.3618,0.016741,-0.197875,0.197875,-0.138058,0.138058
6.3786,0.016803,-0.211483,0.211483,-0.161068,0.159534
6.3953,0.016744,-0.224813,0.224813,-0.177942,0.171806
6.4121,0.016750,-0.237836,0.237836,-0.187146,0.182544
6.4288,0.016749,-0.250463,0.250463,-0.202485,0.199418
6.4456,0.016759,-0.262624,0.262624,-0.202485,0.199418
6.4624,0.016751,-0.274231,0.274231,-0.223961,0.220893
6.4791,0.016758,-0.285222,0.285222,-0.243903,0.240835
6.4959,0.016754,-0.295520,0.295520,-0.251573,0.251573
6.5126,0.016748,-0.305061,0.305061,-0.257709,0.262311
6.5294,0.016750,-0.313791,0.313791,-0.274583,0.276117
6.5461,0.016754,-0.321655,0.321655,-0.274583,0.276117
6.5629,0.016745,-0.328599,0.328599,-0.297592,0.294524
6.5796,0.016754,-0.334587,0.334587,-0.311398,0.308330
6.5964,0.016750,-0.339576,0.339576,-0.316000,0.312932
6.6131,0.016756,-0.343540,0.343540,-0.320602,0.319068
6.6302,0.017055,-0.346492,0.346492,-0.335942,0.331340
6.6469,0.016743,-0.348311,0.348311,-0.335942,0.331340
6.6637,0.016740,-0.349048,0.349048,-0.346680,0.343612
6.6804,0.016740,-0.348700,0.348700,-0.345146,0.342078
6.6972,0.016766,-0.347266,0.347266,-0.348214,0.342078
6.7139,0.016748,-0.344757,0.344757,-0.351282,0.349748
6.7308,0.016852,-0.341163,0.341163,-0.351282,0.349748
6.7475,0.016751,-0.336550,0.336550,-0.351282,0.349748
6.7643,0.016748,-0.330929,0.330929,-0.349748,0.345146
6.7810,0.016746,-0.324335,0.324335,-0.349748,0.345146
6.7978,0.016747,-0.316808,0.316808,-0.345146,0.343612
6.8145,0.016746,-0.308396,0.308396,-0.343612,0.340544
6.8313,0.016758,-0.299144,0.299144,-0.340544,0.337476
6.8480,0.016753,-0.289118,0.289118,-0.340544,0.337476
6.8648,0.016740,-0.278387,0.278387,-0.337476,0.332874
6.8815,0.016753,-0.267002,0.267002,-0.328272,0.328272
6.8983,0.016767,-0.255030,0.255030,-0.317534,0.319068
6.9150,0.016760,-0.242561,0.242561,-0.303728,0.308330
6.9318,0.016745,-0.229679,0.229679,-0.288388,0.292990
6.9485,0.016762,-0.216441,0.216441,-0.288388,0.292990
6.9653,0.016741,-0.202958,0.202958,-0.259243,0.262311
6.9820,0.016754,-0.189288,0.189288,-0.243903,0.246971
6.9988,0.016751,-0.175529,0.175529,-0.230097,0.233165
7.0156,0.016789,-0.161732,0.161732,-0.211689,0.217825
7.0336,0.017973,-0.147052,0.147052,-0.211689,0.217825
7.0504,0.016811,-0.133499,0.133499,-0.193282,0.197884
7.0671,0.016748,-0.120252,0.120252,-0.174874,0.181010
7.0839,0.016754,-0.107338,0.107338,-0.158000,0.162602
7.1006,0.016774,-0.094828,0.094828,-0.144194,0.147262
7.1174,0.016752,-0.082832,0.082832,-0.128854,0.128854
7.1342,0.016771,-0.071394,0.071394,-0.128854,0.128854
7.1509,0.016768,-0.060602,0.060602,-0.111981,0.108913
7.1677,0.016753,-0.050530,0.050530,-0.092039,0.092039
7.1844,0.016752,-0.041230,0.041230,-0.078233,0.076699
7.2012,0.016754,-0.032760,0.032760,-0.062893,0.061359
7.2181,0.016928,-0.025099,0.025099,-0.047553,0.047553
7.2349,0.016749,-0.018455,0.018455,-0.047553,0.047553
7.2516,0.016747,-0.012782,0.012782,-0.035282,0.036816
7.2684,0.016752,-0.008116,0.008116,-0.027612,0.029146
7.2851,0.016760,-0.004485,0.004485,-0.026078,0.021476
