t,loop_dt,cmd_ant_l,cmd_ant_r,pres_ant_l,pres_ant_r
14.6179,0.016741,-0.344476,0.344476,-0.332874,0.329806
14.6346,0.016741,-0.347081,0.347081,-0.332874,0.329806
14.6514,0.016744,-0.348613,0.348613,-0.331340,0.332874
14.6681,0.016746,-0.349062,0.349062,-0.348214,0.348214
14.6849,0.016762,-0.348423,0.348423,-0.348214,0.348214
14.7016,0.016750,-0.346701,0.346701,-0.355884,0.349748
14.7184,0.016743,-0.343909,0.343909,-0.352816,0.343612
14.7351,0.016743,-0.340063,0.340063,-0.351282,0.349748
14.7519,0.016751,-0.335184,0.335184,-0.351282,0.349748
14.7686,0.016746,-0.329307,0.329307,-0.349748,0.346680
14.7856,0.016990,-0.322359,0.322359,-0.349748,0.346680
14.8024,0.016749,-0.314583,0.314583,-0.346680,0.343612
14.8191,0.016742,-0.305939,0.305939,-0.343612,0.340544
14.8358,0.016743,-0.296477,0.296477,-0.340544,0.335942
14.8526,0.016746,-0.286254,0.286254,-0.339010,0.334408
14.8693,0.016744,-0.275337,0.275337,-0.329806,0.326738
14.8861,0.016750,-0.263789,0.263789,-0.329806,0.326738
14.9028,0.016745,-0.251688,0.251688,-0.317534,0.317534
14.9196,0.016741,-0.239111,0.239111,-0.302194,0.303728
14.9363,0.016740,-0.226132,0.226132,-0.286854,0.291456
14.9531,0.016750,-0.212825,0.212825,-0.273049,0.276117
14.9699,0.016790,-0.199246,0.199246,-0.257709,0.259243
14.9866,0.016745,-0.185550,0.185550,-0.257709,0.259243
