t,loop_dt,cmd_ant_l,cmd_ant_r,pres_ant_l,pres_ant_r
14.4544,0.016755,-0.268773,0.268773,-0.227029,0.225495
14.4711,0.016747,-0.280061,0.280061,-0.227029,0.225495
14.4879,0.016757,-0.290698,0.290698,-0.237767,0.237767
14.5046,0.016751,-0.300607,0.300607,-0.245437,0.245437
14.5214,0.016747,-0.309730,0.309730,-0.263845,0.263845
14.5381,0.016747,-0.318011,0.318011,-0.277651,0.276117
14.5550,0.016916,-0.325469,0.325469,-0.292990,0.291456
14.5718,0.016744,-0.331907,0.331907,-0.292990,0.291456
14.5885,0.016750,-0.337367,0.337367,-0.305262,0.303728
14.6053,0.016743,-0.341813,0.341813,-0.316000,0.308330
14.6220,0.016767,-0.345221,0.345221,-0.334408,0.323670
14.6388,0.016748,-0.347562,0.347562,-0.337476,0.332874
14.6555,0.016754,-0.348826,0.348826,-0.337476,0.332874
14.6723,0.016744,-0.349005,0.349005,-0.340544,0.334408
14.6890,0.016755,-0.348097,0.348097,-0.351282,0.348214
14.7058,0.016744,-0.346109,0.346109,-0.349748,0.349748
14.7225,0.016759,-0.343050,0.343050,-0.348214,0.345146
14.7393,0.016744,-0.338945,0.338945,-0.354350,0.349748
14.7560,0.016749,-0.333815,0.333815,-0.354350,0.349748
14.7728,0.016748,-0.327694,0.327694,-0.348214,0.348214
14.7895,0.016749,-0.320619,0.320619,-0.345146,0.342078
14.8063,0.016745,-0.312636,0.312636,-0.345146,0.340544
14.8230,0.016760,-0.303785,0.303785,-0.335942,0.331340
14.8398,0.016743,-0.294139,0.294139,-0.328272,0.325204
14.8565,0.016760,-0.283737,0.283737,-0.328272,0.325204
14.8733,0.016742,-0.272668,0.272668,-0.320602,0.316000
14.8900,0.016758,-0.260976,0.260976,-0.305262,0.306796
14.9068,0.016742,-0.248757,0.248757,-0.303728,0.297592
14.9235,0.016747,-0.236073,0.236073,-0.286854,0.282252
14.9403,0.016763,-0.222993,0.222993,-0.269981,0.269981
14.9570,0.016753,-0.209619,0.209619,-0.269981,0.269981
14.9738,0.016750,-0.196029,0.196029,-0.259243,0.259243
14.9905,0.016751,-0.182304,0.182304,-0.242369,0.245437
